Date,gold_price,usd_index,oil_price,sp500
2016-09-27,1325.9000244140625,95.44000244140625,44.66999816894531,2159.929931640625
2016-09-28,1319.4000244140625,95.43000030517578,47.04999923706055,2171.3701171875
2016-09-29,1321.699951171875,95.54000091552734,47.83000183105469,2151.1298828125
2016-09-30,1313.300048828125,95.45999908447266,48.2400016784668,2168.27001953125
2016-10-03,1309.0,95.75,48.810001373291016,2161.199951171875
2016-10-04,1266.300048828125,96.12000274658203,48.689998626708984,2150.489990234375
2016-10-05,1265.199951171875,96.12999725341797,49.83000183105469,2159.72998046875
2016-10-06,1249.800048828125,96.66000366210938,50.439998626708984,2160.77001953125
2016-10-07,1248.9000244140625,96.5199966430664,49.810001373291016,2153.739990234375
2016-10-11,1253.0,97.69999694824219,50.790000915527344,2136.72998046875
2016-10-12,1251.0999755859375,97.97000122070312,50.18000030517578,2139.179931640625
2016-10-13,1255.0,97.5199966430664,50.439998626708984,2132.550048828125
2016-10-14,1253.0999755859375,98.0199966430664,50.349998474121094,2132.97998046875
2016-10-17,1254.4000244140625,97.88999938964844,49.939998626708984,2126.5
2016-10-18,1260.800048828125,97.9000015258789,50.290000915527344,2139.60009765625
2016-10-19,1267.9000244140625,97.87000274658203,51.599998474121094,2144.2900390625
2016-10-20,1265.5999755859375,98.31999969482422,50.43000030517578,2141.340087890625
2016-10-21,1265.9000244140625,98.69999694824219,50.849998474121094,2141.159912109375
2016-10-24,1262.0,98.66999816894531,50.52000045776367,2151.330078125
2016-10-25,1271.9000244140625,98.72000122070312,49.959999084472656,2143.159912109375
2016-10-26,1264.800048828125,98.62999725341797,49.18000030517578,2139.429931640625
2016-10-27,1267.9000244140625,98.88999938964844,49.720001220703125,2133.0400390625
2016-10-28,1275.5,98.3499984741211,48.70000076293945,2126.409912109375
2016-10-31,1271.5,98.44999694824219,46.86000061035156,2126.14990234375
2016-11-01,1286.4000244140625,97.69999694824219,46.66999816894531,2111.719970703125
2016-11-02,1306.800048828125,97.4000015258789,45.34000015258789,2097.93994140625
2016-11-03,1302.0999755859375,97.16000366210938,44.65999984741211,2088.659912109375
2016-11-04,1303.300048828125,97.06999969482422,44.06999969482422,2085.179931640625
2016-11-07,1278.300048828125,97.77999877929688,44.88999938964844,2131.52001953125
2016-11-08,1273.4000244140625,97.86000061035156,44.97999954223633,2139.56005859375
2016-11-09,1272.5999755859375,98.5,45.27000045776367,2163.260009765625
2016-11-10,1265.5,98.79000091552734,44.65999984741211,2167.47998046875
2016-11-14,1221.199951171875,100.11000061035156,43.31999969482422,2164.199951171875
2016-11-15,1224.0,100.19000244140625,45.810001373291016,2180.389892578125
2016-11-16,1223.4000244140625,100.41000366210938,45.56999969482422,2176.93994140625
2016-11-17,1216.5,100.88999938964844,45.41999816894531,2187.1201171875
2016-11-18,1208.5,101.20999908447266,45.689998626708984,2181.89990234375
2016-11-21,1209.5999755859375,101.05000305175781,47.4900016784668,2198.179931640625
2016-11-22,1211.0,101.04000091552734,48.029998779296875,2202.93994140625
2016-11-23,1189.0999755859375,101.69999694824219,47.959999084472656,2204.719970703125
2016-11-25,1178.199951171875,101.48999786376953,46.060001373291016,2213.35009765625
2016-11-28,1190.5999755859375,101.33000183105469,47.08000183105469,2201.719970703125
2016-11-29,1187.9000244140625,100.93000030517578,45.22999954223633,2204.659912109375
2016-11-30,1170.800048828125,101.5,49.439998626708984,2198.81005859375
2016-12-01,1166.9000244140625,101.04000091552734,51.060001373291016,2191.080078125
2016-12-02,1175.0999755859375,100.7699966430664,51.68000030517578,2191.949951171875
2016-12-05,1174.0,100.13999938964844,51.790000915527344,2204.7099609375
2016-12-06,1167.5999755859375,100.48999786376953,50.93000030517578,2212.22998046875
2016-12-07,1175.0,100.2300033569336,49.77000045776367,2241.35009765625
2016-12-08,1169.800048828125,101.06999969482422,50.84000015258789,2246.18994140625
2016-12-09,1159.4000244140625,101.56999969482422,51.5,2259.530029296875
2016-12-12,1163.5,100.95999908447266,52.83000183105469,2256.9599609375
2016-12-13,1156.699951171875,101.02999877929688,52.97999954223633,2271.719970703125
2016-12-14,1161.300048828125,102.0,51.040000915527344,2253.280029296875
2016-12-15,1127.800048828125,103.12999725341797,50.900001525878906,2262.030029296875
2016-12-16,1135.300048828125,102.94999694824219,51.900001525878906,2258.070068359375
2016-12-19,1140.5,103.13999938964844,52.119998931884766,2262.530029296875
2016-12-20,1131.5,103.29000091552734,52.22999954223633,2270.760009765625
2016-12-21,1131.0999755859375,103.0199966430664,52.4900016784668,2265.179931640625
2016-12-22,1128.800048828125,103.08999633789062,52.95000076293945,2260.9599609375
2016-12-23,1131.9000244140625,103.01000213623047,53.02000045776367,2263.7900390625
2016-12-27,1137.300048828125,103.0199966430664,53.900001525878906,2268.8798828125
2016-12-28,1139.4000244140625,103.26000213623047,54.060001373291016,2249.919921875
2016-12-29,1156.4000244140625,102.68000030517578,53.77000045776367,2249.260009765625
